comuna,tipo_cliente,consumo_mensual,coord_x,coord_y
Ñuñoa,COMERCIAL,191.34,-70.546034,-33.567828
Ñuñoa,COMERCIAL,485.1,-70.698587,-33.48978
Ñuñoa,RESIDENCIAL,131.66,-70.548838,-33.404205
Ñuñoa,COMERCIAL,263.21,-70.517405,-33.499027
Ñuñoa,COMERCIAL,256.46,-70.61072,-33.546661
Ñuñoa,COMERCIAL,251.49,-70.548416,-33.472611
Ñuñoa,INDUSTRIAL,506.66,-70.581795,-33.490317
Ñuñoa,INDUSTRIAL,1300.82,-70.663885,-33.428566
Ñuñoa,INDUSTRIAL,792.37,-70.653832,-33.466987
Ñuñoa,INDUSTRIAL,1165.45,-70.637104,-33.595423
Ñuñoa,COMERCIAL,123.16,-70.738993,-33.433466
Ñuñoa,COMERCIAL,322.8,-70.636965,-33.480868
Ñuñoa,COMERCIAL,176.43,-70.608002,-33.508289
Puente Alto,RESIDENCIAL,136.66,-70.736272,-33.569826
Puente Alto,INDUSTRIAL,887.23,-70.658096,-33.489207
Puente Alto,COMERCIAL,325.54,-70.740536,-33.450358
Puente Alto,COMERCIAL,51.86,-70.542965,-33.442225
Puente Alto,COMERCIAL,570.49,-70.631707,-33.416776
Puente Alto,RESIDENCIAL,84.01,-70.665586,-33.53549
Puente Alto,COMERCIAL,181.82,-70.66299,-33.563619
Puente Alto,INDUSTRIAL,454.27,-70.705329,-33.540014
Puente Alto,INDUSTRIAL,777.26,-70.601505,-33.594409
Puente Alto,INDUSTRIAL,843.23,-70.62116,-33.506092
Puente Alto,COMERCIAL,263.37,-70.54139,-33.423627
Puente Alto,INDUSTRIAL,656.32,-70.612802,-33.532707
Puente Alto,COMERCIAL,266.25,-70.685413,-33.478844
Puente Alto,INDUSTRIAL,436.44,-70.510208,-33.449449
Puente Alto,RESIDENCIAL,186.17,-70.544203,-33.50559
Puente Alto,RESIDENCIAL,128.79,-70.603008,-33.482297
Puente Alto,RESIDENCIAL,52.81,-70.636636,-33.523682
Puente Alto,RESIDENCIAL,210.64,-70.72217,-33.590013
Puente Alto,COMERCIAL,253.01,-70.625531,-33.402158
Puente Alto,INDUSTRIAL,1008.99,-70.546364,-33.56515
Puente Alto,COMERCIAL,344.28,-70.667,-33.576306
Puente Alto,RESIDENCIAL,152.1,-70.724778,-33.41875
Puente Alto,INDUSTRIAL,1108.75,-70.565932,-33.454873
Puente Alto,RESIDENCIAL,118.16,-70.629477,-33.514941
Puente Alto,RESIDENCIAL,185.76,-70.676332,-33.598432
Puente Alto,INDUSTRIAL,682.31,-70.530505,-33.4427
Puente Alto,INDUSTRIAL,1422.17,-70.539777,-33.459965
Puente Alto,RESIDENCIAL,157.31,-70.566308,-33.46899
Puente Alto,COMERCIAL,205.9,-70.662903,-33.439909
Puente Alto,RESIDENCIAL,157.2,-70.663167,-33.448165
Puente Alto,COMERCIAL,314.91,-70.700008,-33.464685
Puente Alto,INDUSTRIAL,1197.37,-70.699756,-33.582913
Puente Alto,INDUSTRIAL,1254.29,-70.640406,-33.561775
Puente Alto,INDUSTRIAL,1131.56,-70.676805,-33.441785
Puente Alto,INDUSTRIAL,937.98,-70.531529,-33.575398
Puente Alto,RESIDENCIAL,199.32,-70.543142,-33.496876
Puente Alto,RESIDENCIAL,149.2,-70.536814,-33.541297
Puente Alto,COMERCIAL,224.63,-70.6723,-33.471466
Puente Alto,RESIDENCIAL,168.44,-70.744655,-33.468086
Puente Alto,COMERCIAL,316.52,-70.698683,-33.500561
Puente Alto,INDUSTRIAL,987.51,-70.69358,-33.589382
Puente Alto,INDUSTRIAL,747.58,-70.58722,-33.511504
Puente Alto,COMERCIAL,331.93,-70.571771,-33.4912
Puente Alto,COMERCIAL,188.71,-70.588558,-33.472731
Puente Alto,INDUSTRIAL,1595.31,-70.603882,-33.542443
Puente Alto,COMERCIAL,402.73,-70.56066,-33.56246
Puente Alto,RESIDENCIAL,231.62,-70.599742,-33.413344
Puente Alto,INDUSTRIAL,348.76,-70.513453,-33.494227
Puente Alto,INDUSTRIAL,720.24,-70.571162,-33.522887
Puente Alto,COMERCIAL,293.14,-70.596882,-33.471087
Puente Alto,INDUSTRIAL,1183.8,-70.531816,-33.423771
Puente Alto,RESIDENCIAL,144.72,-70.638656,-33.592473
Puente Alto,RESIDENCIAL,221.46,-70.636916,-33.466545
Puente Alto,INDUSTRIAL,777.26,-70.556227,-33.420081
Puente Alto,INDUSTRIAL,673.14,-70.728688,-33.412735
Puente Alto,RESIDENCIAL,77.44,-70.653294,-33.4525
Puente Alto,INDUSTRIAL,1167.74,-70.6973,-33.473577
Puente Alto,INDUSTRIAL,1125.6,-70.719298,-33.538802
Puente Alto,COMERCIAL,219.58,-70.548802,-33.559608
Puente Alto,COMERCIAL,384.22,-70.658466,-33.551157
Puente Alto,INDUSTRIAL,670.7,-70.682668,-33.444862
Puente Alto,COMERCIAL,298.35,-70.679913,-33.479268
Puente Alto,COMERCIAL,142.88,-70.624024,-33.55221
Puente Alto,COMERCIAL,250.94,-70.743174,-33.552812
Puente Alto,INDUSTRIAL,1407.72,-70.670632,-33.548288
Puente Alto,COMERCIAL,160.42,-70.649169,-33.489205
Puente Alto,COMERCIAL,415.97,-70.604586,-33.433272
Puente Alto,INDUSTRIAL,660.43,-70.699956,-33.567834
Puente Alto,COMERCIAL,385.62,-70.736078,-33.562817
Puente Alto,COMERCIAL,322.0,-70.727408,-33.404605
Puente Alto,COMERCIAL,123.36,-70.55275,-33.474906
Puente Alto,INDUSTRIAL,1248.93,-70.605821,-33.538931
Puente Alto,COMERCIAL,375.86,-70.748198,-33.417332
Puente Alto,COMERCIAL,381.61,-70.534105,-33.479178
Puente Alto,INDUSTRIAL,538.0,-70.715097,-33.441948
Puente Alto,COMERCIAL,312.46,-70.673184,-33.536568
Puente Alto,COMERCIAL,287.35,-70.719596,-33.472015
Puente Alto,INDUSTRIAL,1802.81,-70.549205,-33.469965
Puente Alto,COMERCIAL,212.55,-70.71516,-33.554012
Puente Alto,COMERCIAL,335.83,-70.538089,-33.56786
Puente Alto,INDUSTRIAL,1108.8,-70.553061,-33.536588
Puente Alto,INDUSTRIAL,653.89,-70.602531,-33.5976
Puente Alto,INDUSTRIAL,1409.45,-70.597105,-33.554168
Puente Alto,RESIDENCIAL,82.36,-70.611319,-33.430979
Puente Alto,INDUSTRIAL,568.0,-70.609866,-33.521312
Puente Alto,COMERCIAL,322.58,-70.539805,-33.545708
Puente Alto,RESIDENCIAL,112.43,-70.569055,-33.46495
Puente Alto,RESIDENCIAL,179.76,-70.506661,-33.47194
Puente Alto,INDUSTRIAL,1130.49,-70.597522,-33.476461
Puente Alto,RESIDENCIAL,119.04,-70.61168,-33.556572
Puente Alto,INDUSTRIAL,668.45,-70.54992,-33.584306
Puente Alto,COMERCIAL,264.59,-70.623235,-33.483244
Puente Alto,COMERCIAL,237.54,-70.700704,-33.489751
Puente Alto,RESIDENCIAL,171.75,-70.547893,-33.487229
Puente Alto,INDUSTRIAL,1355.0,-70.605179,-33.562261
Puente Alto,COMERCIAL,236.36,-70.702607,-33.579599
Puente Alto,COMERCIAL,125.54,-70.68433,-33.595059
Puente Alto,COMERCIAL,279.25,-70.522096,-33.4033
Puente Alto,RESIDENCIAL,103.97,-70.589465,-33.490379
Puente Alto,COMERCIAL,441.17,-70.650226,-33.572927
Puente Alto,INDUSTRIAL,1358.88,-70.51142,-33.514615
Puente Alto,RESIDENCIAL,213.4,-70.652971,-33.419119
Puente Alto,RESIDENCIAL,137.39,-70.631584,-33.510173
Puente Alto,INDUSTRIAL,1072.13,-70.539295,-33.53836
Puente Alto,RESIDENCIAL,71.64,-70.502686,-33.592103
Puente Alto,COMERCIAL,213.56,-70.737922,-33.431109
Puente Alto,COMERCIAL,201.84,-70.538657,-33.578188
Puente Alto,INDUSTRIAL,1072.18,-70.634261,-33.541225
Puente Alto,COMERCIAL,476.58,-70.656883,-33.45266
Puente Alto,COMERCIAL,415.96,-70.527871,-33.49938
Puente Alto,INDUSTRIAL,736.77,-70.695994,-33.54549
Puente Alto,COMERCIAL,388.09,-70.536795,-33.485241
Puente Alto,RESIDENCIAL,217.15,-70.692015,-33.554753
Puente Alto,COMERCIAL,375.25,-70.643617,-33.552472
Puente Alto,INDUSTRIAL,588.69,-70.684002,-33.574781
Puente Alto,INDUSTRIAL,524.11,-70.563816,-33.563063
Puente Alto,INDUSTRIAL,1171.58,-70.730027,-33.496467
Puente Alto,RESIDENCIAL,37.34,-70.594615,-33.443045
Puente Alto,INDUSTRIAL,1110.53,-70.676731,-33.491417
Puente Alto,INDUSTRIAL,645.96,-70.50807,-33.591638
Puente Alto,INDUSTRIAL,822.8,-70.742941,-33.502818
Puente Alto,INDUSTRIAL,897.67,-70.742071,-33.476499
Puente Alto,COMERCIAL,320.13,-70.513938,-33.575614
Puente Alto,COMERCIAL,220.0,-70.706621,-33.474083
Puente Alto,INDUSTRIAL,933.8,-70.674595,-33.469716
Puente Alto,COMERCIAL,206.2,-70.707642,-33.415593
Puente Alto,INDUSTRIAL,944.25,-70.544458,-33.486675
Puente Alto,INDUSTRIAL,778.65,-70.504721,-33.562573
Puente Alto,RESIDENCIAL,170.79,-70.52505,-33.507658
Puente Alto,RESIDENCIAL,144.0,-70.573605,-33.448654
Puente Alto,INDUSTRIAL,953.71,-70.715337,-33.554938
Puente Alto,RESIDENCIAL,133.03,-70.500325,-33.513655
Puente Alto,INDUSTRIAL,862.62,-70.514814,-33.503211
Puente Alto,COMERCIAL,342.47,-70.740989,-33.583681
Puente Alto,INDUSTRIAL,772.5,-70.626658,-33.511437
Puente Alto,RESIDENCIAL,94.96,-70.597303,-33.539301
Puente Alto,COMERCIAL,275.64,-70.655073,-33.495468
Puente Alto,INDUSTRIAL,1073.53,-70.748157,-33.452525
Puente Alto,COMERCIAL,145.26,-70.740595,-33.518758
Puente Alto,INDUSTRIAL,1097.75,-70.524628,-33.420838
Puente Alto,RESIDENCIAL,157.35,-70.739651,-33.518481
Puente Alto,RESIDENCIAL,135.93,-70.717533,-33.502461
Puente Alto,INDUSTRIAL,608.48,-70.602078,-33.543822
Puente Alto,RESIDENCIAL,235.88,-70.533987,-33.431778
Puente Alto,COMERCIAL,386.7,-70.564482,-33.596529
Puente Alto,INDUSTRIAL,825.87,-70.695067,-33.586854
Puente Alto,RESIDENCIAL,223.47,-70.680193,-33.506085
Puente Alto,RESIDENCIAL,161.89,-70.642756,-33.415435
Puente Alto,COMERCIAL,130.55,-70.53133,-33.571595
Puente Alto,RESIDENCIAL,138.12,-70.554623,-33.441909
Puente Alto,COMERCIAL,256.43,-70.637455,-33.574288
Puente Alto,RESIDENCIAL,71.84,-70.703626,-33.513946
Puente Alto,RESIDENCIAL,135.76,-70.735488,-33.551326
Puente Alto,INDUSTRIAL,413.39,-70.510975,-33.418621
Puente Alto,INDUSTRIAL,564.21,-70.569908,-33.431291
Puente Alto,INDUSTRIAL,648.72,-70.519247,-33.48944
Puente Alto,RESIDENCIAL,49.17,-70.511684,-33.544806
Puente Alto,INDUSTRIAL,330.64,-70.578536,-33.551236
Puente Alto,RESIDENCIAL,94.79,-70.621015,-33.494874
Puente Alto,COMERCIAL,198.6,-70.669913,-33.467327
Puente Alto,RESIDENCIAL,198.48,-70.535496,-33.526641
Puente Alto,RESIDENCIAL,146.63,-70.524751,-33.420068
Puente Alto,INDUSTRIAL,1108.09,-70.603245,-33.461251
Puente Alto,COMERCIAL,306.3,-70.606925,-33.422569
Puente Alto,COMERCIAL,257.57,-70.710203,-33.562348
Puente Alto,COMERCIAL,236.53,-70.556385,-33.504191
Puente Alto,INDUSTRIAL,1220.01,-70.680201,-33.56842
Puente Alto,COMERCIAL,336.49,-70.521837,-33.535051
Puente Alto,COMERCIAL,382.16,-70.584939,-33.477986
Puente Alto,INDUSTRIAL,623.51,-70.669258,-33.583255
Puente Alto,RESIDENCIAL,173.69,-70.662161,-33.442126
Puente Alto,INDUSTRIAL,938.52,-70.74744,-33.586861
Puente Alto,COMERCIAL,0.0,-70.740249,-33.591824
Puente Alto,RESIDENCIAL,168.15,-70.685302,-33.510536
Puente Alto,INDUSTRIAL,1138.32,-70.548732,-33.52801
Puente Alto,INDUSTRIAL,978.57,-70.517475,-33.581503
Puente Alto,COMERCIAL,314.87,-70.705332,-33.597451
Puente Alto,RESIDENCIAL,118.16,-70.690048,-33.480965
Puente Alto,RESIDENCIAL,203.34,-70.517866,-33.53603
Puente Alto,INDUSTRIAL,1248.68,-70.578447,-33.565998
Puente Alto,COMERCIAL,287.3,-70.683676,-33.580249
Puente Alto,INDUSTRIAL,817.05,-70.64366,-33.547952
Puente Alto,COMERCIAL,358.4,-70.61076,-33.415599
Puente Alto,COMERCIAL,301.29,-70.734703,-33.574168
Puente Alto,RESIDENCIAL,166.02,-70.588192,-33.514785
Puente Alto,RESIDENCIAL,151.06,-70.712944,-33.42368
Puente Alto,COMERCIAL,427.68,-70.52353,-33.469381
Puente Alto,RESIDENCIAL,131.62,-70.60256,-33.559135
Puente Alto,RESIDENCIAL,132.18,-70.621492,-33.54225
Puente Alto,COMERCIAL,302.23,-70.652472,-33.553994
Puente Alto,RESIDENCIAL,168.8,-70.542037,-33.45792
Puente Alto,COMERCIAL,275.37,-70.686143,-33.530514
Puente Alto,COMERCIAL,318.73,-70.749817,-33.595875
Puente Alto,INDUSTRIAL,822.41,-70.526867,-33.425429
Puente Alto,COMERCIAL,226.47,-70.519883,-33.591688
Puente Alto,COMERCIAL,207.99,-70.658452,-33.451512
Puente Alto,INDUSTRIAL,1194.11,-70.507446,-33.552003
Puente Alto,COMERCIAL,250.34,-70.502216,-33.470409
Puente Alto,INDUSTRIAL,1161.68,-70.668813,-33.407264
Puente Alto,COMERCIAL,336.82,-70.66622,-33.526604
Puente Alto,INDUSTRIAL,898.77,-70.634802,-33.436433
Puente Alto,COMERCIAL,285.74,-70.599051,-33.534371
Puente Alto,INDUSTRIAL,1225.98,-70.740895,-33.479899
Puente Alto,RESIDENCIAL,136.17,-70.545059,-33.55801
Puente Alto,INDUSTRIAL,1055.8,-70.627368,-33.435552
Puente Alto,COMERCIAL,253.93,-70.643513,-33.430383
Puente Alto,INDUSTRIAL,800.58,-70.655198,-33.519898
Puente Alto,COMERCIAL,420.33,-70.628076,-33.484821
Puente Alto,COMERCIAL,224.83,-70.742029,-33.40955
Puente Alto,COMERCIAL,273.23,-70.577939,-33.477547
Puente Alto,COMERCIAL,153.99,-70.674634,-33.467812
Puente Alto,INDUSTRIAL,1111.72,-70.537413,-33.469532
Puente Alto,RESIDENCIAL,119.95,-70.726126,-33.406457
Puente Alto,RESIDENCIAL,205.51,-70.581893,-33.53622
Puente Alto,COMERCIAL,385.85,-70.673257,-33.589723
Puente Alto,COMERCIAL,333.99,-70.616716,-33.461033
Puente Alto,COMERCIAL,202.88,-70.646776,-33.575039
Puente Alto,RESIDENCIAL,87.38,-70.533244,-33.551134
Puente Alto,RESIDENCIAL,148.0,-70.538278,-33.418683
Puente Alto,INDUSTRIAL,1335.35,-70.628254,-33.430238
Puente Alto,COMERCIAL,527.89,-70.713628,-33.567606
Puente Alto,INDUSTRIAL,1100.77,-70.631175,-33.402075
Puente Alto,INDUSTRIAL,1349.06,-70.615064,-33.577883
Puente Alto,INDUSTRIAL,1279.74,-70.667883,-33.56491
Puente Alto,RESIDENCIAL,147.39,-70.746078,-33.476229
Puente Alto,RESIDENCIAL,179.91,-70.564628,-33.416867
Puente Alto,INDUSTRIAL,647.16,-70.505468,-33.463553
Puente Alto,INDUSTRIAL,1135.92,-70.627009,-33.555871
Puente Alto,RESIDENCIAL,192.3,-70.518186,-33.519811
Puente Alto,COMERCIAL,145.5,-70.517345,-33.587524
Puente Alto,INDUSTRIAL,1275.28,-70.733966,-33.54385
Puente Alto,COMERCIAL,472.0,-70.660967,-33.578618
Puente Alto,INDUSTRIAL,1351.72,-70.523262,-33.458295
Puente Alto,RESIDENCIAL,139.29,-70.586614,-33.512619
Puente Alto,RESIDENCIAL,220.52,-70.534029,-33.423242
Puente Alto,RESIDENCIAL,126.24,-70.685232,-33.422276
Puente Alto,RESIDENCIAL,216.38,-70.609513,-33.469406
Puente Alto,INDUSTRIAL,1710.16,-70.646852,-33.460433
Puente Alto,RESIDENCIAL,155.92,-70.513171,-33.5601
Puente Alto,INDUSTRIAL,901.38,-70.615052,-33.549193
Puente Alto,COMERCIAL,407.03,-70.607494,-33.52523
Puente Alto,RESIDENCIAL,145.87,-70.714881,-33.482803
Puente Alto,INDUSTRIAL,601.13,-70.729903,-33.53073
Puente Alto,COMERCIAL,258.66,-70.530336,-33.509782
Puente Alto,RESIDENCIAL,243.35,-70.530587,-33.522677
Puente Alto,INDUSTRIAL,1793.36,-70.749056,-33.414974
Puente Alto,INDUSTRIAL,1556.1,-70.545639,-33.43699
Puente Alto,INDUSTRIAL,887.65,-70.746696,-33.540504
Puente Alto,INDUSTRIAL,564.58,-70.698196,-33.403211
Puente Alto,COMERCIAL,228.64,-70.596849,-33.543545
Puente Alto,COMERCIAL,248.62,-70.636747,-33.589681
Puente Alto,INDUSTRIAL,1015.07,-70.698198,-33.534874
Puente Alto,COMERCIAL,235.69,-70.587033,-33.422825
Puente Alto,INDUSTRIAL,716.94,-70.5183,-33.503229
Puente Alto,INDUSTRIAL,1407.65,-70.677001,-33.514979
Puente Alto,RESIDENCIAL,142.3,-70.528698,-33.40856
Puente Alto,RESIDENCIAL,227.73,-70.517126,-33.427411
Puente Alto,COMERCIAL,211.35,-70.515345,-33.55395
Puente Alto,COMERCIAL,239.97,-70.555114,-33.45491
Puente Alto,INDUSTRIAL,1165.95,-70.505959,-33.407742
Puente Alto,COMERCIAL,344.08,-70.662854,-33.456916
Puente Alto,INDUSTRIAL,1510.34,-70.600296,-33.405827
Puente Alto,INDUSTRIAL,1102.15,-70.539943,-33.466144
Puente Alto,COMERCIAL,121.42,-70.687994,-33.447353
Puente Alto,COMERCIAL,416.85,-70.703649,-33.465658
Puente Alto,RESIDENCIAL,183.62,-70.643952,-33.592768
Puente Alto,COMERCIAL,261.07,-70.704501,-33.568719
Puente Alto,INDUSTRIAL,1497.13,-70.686053,-33.525618
Puente Alto,COMERCIAL,345.58,-70.509802,-33.524348
Puente Alto,RESIDENCIAL,202.71,-70.724818,-33.569429
Puente Alto,INDUSTRIAL,730.81,-70.713431,-33.430166
Puente Alto,COMERCIAL,232.78,-70.721967,-33.590568
Puente Alto,COMERCIAL,456.89,-70.593023,-33.433079
Puente Alto,COMERCIAL,510.94,-70.60162,-33.439977
Puente Alto,COMERCIAL,280.97,-70.613346,-33.41926
Puente Alto,RESIDENCIAL,157.53,-70.655189,-33.403539
Puente Alto,RESIDENCIAL,151.13,-70.722258,-33.441983
Puente Alto,INDUSTRIAL,784.12,-70.71552,-33.402893
Puente Alto,INDUSTRIAL,1469.53,-70.662621,-33.533638
Puente Alto,COMERCIAL,176.49,-70.532106,-33.406862
Puente Alto,RESIDENCIAL,85.17,-70.527766,-33.434155
Puente Alto,COMERCIAL,285.23,-70.74239,-33.529991
Puente Alto,INDUSTRIAL,661.21,-70.59743,-33.486297
Puente Alto,RESIDENCIAL,78.72,-70.700766,-33.439189
Puente Alto,COMERCIAL,286.36,-70.744201,-33.500055
Puente Alto,RESIDENCIAL,129.96,-70.519763,-33.428948
Puente Alto,INDUSTRIAL,1109.32,-70.673288,-33.472701
Puente Alto,INDUSTRIAL,964.86,-70.60095,-33.501636
Puente Alto,RESIDENCIAL,216.83,-70.736562,-33.527803
Puente Alto,RESIDENCIAL,117.43,-70.51048,-33.402725
Puente Alto,COMERCIAL,337.46,-70.684958,-33.509068
Puente Alto,RESIDENCIAL,198.11,-70.578547,-33.489443
Puente Alto,COMERCIAL,312.11,-70.642872,-33.433037
Puente Alto,COMERCIAL,271.89,-70.717742,-33.580181
Puente Alto,COMERCIAL,306.25,-70.506809,-33.403483
Puente Alto,RESIDENCIAL,158.88,-70.532627,-33.506352
Puente Alto,COMERCIAL,286.76,-70.504724,-33.483522
Puente Alto,INDUSTRIAL,1391.38,-70.572442,-33.505469
Puente Alto,RESIDENCIAL,145.39,-70.665512,-33.456819
Puente Alto,RESIDENCIAL,215.46,-70.569924,-33.454582
Puente Alto,RESIDENCIAL,89.21,-70.656107,-33.505297
Puente Alto,INDUSTRIAL,817.27,-70.699612,-33.571605
Puente Alto,INDUSTRIAL,1061.62,-70.74389,-33.418105
Puente Alto,RESIDENCIAL,118.65,-70.643541,-33.483297
Puente Alto,COMERCIAL,616.57,-70.553903,-33.503376
Puente Alto,COMERCIAL,239.13,-70.629253,-33.538294
Puente Alto,COMERCIAL,403.68,-70.545709,-33.55729
Puente Alto,COMERCIAL,444.23,-70.649736,-33.420092
Puente Alto,INDUSTRIAL,713.41,-70.595014,-33.416568
Puente Alto,COMERCIAL,229.67,-70.696725,-33.529038
Puente Alto,INDUSTRIAL,956.1,-70.558812,-33.527885
Puente Alto,INDUSTRIAL,1224.92,-70.545231,-33.413878
Puente Alto,RESIDENCIAL,105.12,-70.533188,-33.540782
Puente Alto,RESIDENCIAL,167.52,-70.691875,-33.529667
Puente Alto,RESIDENCIAL,187.89,-70.634984,-33.584436
Puente Alto,COMERCIAL,368.13,-70.684086,-33.415049
Puente Alto,INDUSTRIAL,887.63,-70.572906,-33.449303
Puente Alto,INDUSTRIAL,986.67,-70.519879,-33.492577
Puente Alto,RESIDENCIAL,146.18,-70.529067,-33.599253
Puente Alto,COMERCIAL,320.74,-70.526217,-33.566028
Puente Alto,INDUSTRIAL,1051.2,-70.63445,-33.564422
Puente Alto,RESIDENCIAL,222.4,-70.629195,-33.567519
Puente Alto,INDUSTRIAL,1312.97,-70.712016,-33.43565
Puente Alto,RESIDENCIAL,123.07,-70.59537,-33.435356
Puente Alto,INDUSTRIAL,1082.27,-70.725769,-33.409417
Puente Alto,RESIDENCIAL,58.4,-70.584108,-33.443589
Puente Alto,COMERCIAL,238.61,-70.608606,-33.463795
Puente Alto,COMERCIAL,196.66,-70.570667,-33.533356
Puente Alto,INDUSTRIAL,863.85,-70.637613,-33.509777
Puente Alto,INDUSTRIAL,1716.28,-70.653989,-33.511475
Puente Alto,COMERCIAL,166.21,-70.561775,-33.587719
Puente Alto,INDUSTRIAL,422.17,-70.531524,-33.580945
Puente Alto,RESIDENCIAL,138.36,-70.57191,-33.53347
Puente Alto,INDUSTRIAL,1338.79,-70.672891,-33.476867
Puente Alto,COMERCIAL,322.16,-70.654228,-33.495973
Puente Alto,RESIDENCIAL,129.79,-70.714808,-33.532296
Puente Alto,INDUSTRIAL,894.06,-70.563387,-33.408928
Puente Alto,COMERCIAL,389.84,-70.525421,-33.525936
Puente Alto,RESIDENCIAL,101.59,-70.592928,-33.576096
Puente Alto,COMERCIAL,182.7,-70.658771,-33.460218
Puente Alto,COMERCIAL,244.19,-70.7376,-33.403205
Puente Alto,RESIDENCIAL,206.94,-70.595724,-33.40096
Puente Alto,COMERCIAL,312.68,-70.517194,-33.441415
Puente Alto,RESIDENCIAL,138.06,-70.648511,-33.407386
Puente Alto,COMERCIAL,252.98,-70.74268,-33.467808
Puente Alto,RESIDENCIAL,127.91,-70.636676,-33.497082
Puente Alto,RESIDENCIAL,172.71,-70.636595,-33.411094
Puente Alto,COMERCIAL,417.31,-70.587861,-33.41163
Puente Alto,INDUSTRIAL,1172.55,-70.708439,-33.465126
Puente Alto,INDUSTRIAL,1040.6,-70.578255,-33.429431
Puente Alto,RESIDENCIAL,252.75,-70.640264,-33.587071
Puente Alto,INDUSTRIAL,1058.28,-70.669527,-33.53452
Puente Alto,INDUSTRIAL,1733.52,-70.706679,-33.434087
Puente Alto,COMERCIAL,334.05,-70.622125,-33.558
Puente Alto,INDUSTRIAL,799.23,-70.531375,-33.524937
Puente Alto,RESIDENCIAL,167.84,-70.55946,-33.513092
Puente Alto,INDUSTRIAL,1012.27,-70.714225,-33.590848
Puente Alto,COMERCIAL,268.35,-70.550261,-33.451765
Puente Alto,RESIDENCIAL,147.57,-70.689872,-33.524351
Puente Alto,RESIDENCIAL,179.89,-70.643952,-33.423654
Puente Alto,RESIDENCIAL,207.2,-70.684601,-33.563066
Puente Alto,COMERCIAL,475.52,-70.599665,-33.479129
Puente Alto,RESIDENCIAL,218.94,-70.670797,-33.432734
Puente Alto,INDUSTRIAL,651.32,-70.627044,-33.500479
Puente Alto,RESIDENCIAL,151.2,-70.67769,-33.42356
Puente Alto,INDUSTRIAL,829.11,-70.523649,-33.432145
Puente Alto,INDUSTRIAL,457.63,-70.720173,-33.465877
Puente Alto,INDUSTRIAL,1214.46,-70.594559,-33.52753
Puente Alto,RESIDENCIAL,145.88,-70.713973,-33.512986
Puente Alto,RESIDENCIAL,159.88,-70.655256,-33.460836
Puente Alto,COMERCIAL,285.27,-70.576548,-33.421873
Puente Alto,RESIDENCIAL,83.47,-70.700649,-33.575414
Puente Alto,RESIDENCIAL,193.93,-70.571536,-33.43985
Puente Alto,COMERCIAL,336.6,-70.506029,-33.502306
Puente Alto,RESIDENCIAL,106.04,-70.543271,-33.576577
Puente Alto,COMERCIAL,137.64,-70.588422,-33.430007
Puente Alto,INDUSTRIAL,1342.7,-70.562664,-33.464448
Puente Alto,INDUSTRIAL,992.14,-70.571395,-33.51207
Puente Alto,RESIDENCIAL,124.38,-70.541296,-33.568419
Puente Alto,COMERCIAL,214.43,-70.732205,-33.575807
Puente Alto,INDUSTRIAL,1078.45,-70.680793,-33.407787
Puente Alto,INDUSTRIAL,1042.68,-70.627036,-33.496972
Puente Alto,RESIDENCIAL,101.16,-70.721992,-33.439284
Puente Alto,COMERCIAL,198.42,-70.683471,-33.505425
Puente Alto,RESIDENCIAL,186.25,-70.65738,-33.5923
Puente Alto,COMERCIAL,339.18,-70.56256,-33.52856
Puente Alto,RESIDENCIAL,130.67,-70.588001,-33.523989
Puente Alto,COMERCIAL,379.18,-70.502191,-33.513738
Puente Alto,COMERCIAL,336.36,-70.581519,-33.41564
Puente Alto,RESIDENCIAL,150.71,-70.502461,-33.589771
Puente Alto,RESIDENCIAL,124.71,-70.696779,-33.515329
Puente Alto,RESIDENCIAL,45.91,-70.650898,-33.437263
Puente Alto,COMERCIAL,224.07,-70.591931,-33.481761
Puente Alto,INDUSTRIAL,311.28,-70.666381,-33.403995
Puente Alto,RESIDENCIAL,144.95,-70.658707,-33.474058
Puente Alto,RESIDENCIAL,150.2,-70.657283,-33.527116
Puente Alto,COMERCIAL,116.39,-70.549653,-33.592899
Puente Alto,RESIDENCIAL,98.19,-70.729,-33.495935
Puente Alto,COMERCIAL,429.41,-70.599115,-33.557424
Puente Alto,COMERCIAL,431.34,-70.69375,-33.511424
Puente Alto,INDUSTRIAL,751.13,-70.709252,-33.516264
Puente Alto,COMERCIAL,259.06,-70.700135,-33.45082
Puente Alto,RESIDENCIAL,214.17,-70.680666,-33.514555
Puente Alto,COMERCIAL,189.29,-70.501405,-33.439573
Puente Alto,COMERCIAL,116.88,-70.676749,-33.53311
Puente Alto,RESIDENCIAL,100.5,-70.68244,-33.538813
Puente Alto,COMERCIAL,193.61,-70.625094,-33.412265
Puente Alto,INDUSTRIAL,765.57,-70.712856,-33.473528
Puente Alto,COMERCIAL,261.93,-70.66814,-33.433114
Puente Alto,COMERCIAL,259.83,-70.725148,-33.524574
Puente Alto,INDUSTRIAL,959.1,-70.607617,-33.40652
Puente Alto,COMERCIAL,363.03,-70.539051,-33.56919
Puente Alto,COMERCIAL,368.79,-70.523945,-33.453322
Puente Alto,COMERCIAL,358.94,-70.73663,-33.5905
Puente Alto,COMERCIAL,228.36,-70.62724,-33.419813
Puente Alto,COMERCIAL,222.62,-70.528021,-33.482005
Puente Alto,COMERCIAL,241.33,-70.519048,-33.551062
